Date,Open,High,Low,Close,Adj Close,Volume
2013-03-06,329.000000,329.000000,326.024994,326.549988,324.590698,30878
2013-03-07,327.250000,328.375000,321.325012,327.549988,325.584686,49200
2013-03-08,327.549988,339.399994,325.799988,336.575012,334.555542,165456
2013-03-11,336.750000,338.000000,332.899994,333.674988,331.672943,50194
2013-03-12,332.524994,337.424988,332.375000,333.549988,331.548676,47066
2013-03-13,333.000000,333.375000,322.774994,324.799988,322.851166,39440
2013-03-14,321.500000,331.250000,319.750000,328.924988,326.951447,90614
2013-03-15,331.000000,335.799988,329.500000,332.075012,330.082581,72712
2013-03-18,331.000000,332.850006,326.000000,327.149994,325.187103,37280
2013-03-19,327.500000,330.125000,318.274994,319.174988,317.259979,93306
2013-03-20,318.024994,319.524994,314.299988,316.975006,315.073090,55580
2013-03-21,317.399994,324.700012,312.524994,315.799988,313.905151,56598
2013-03-22,316.075012,325.424988,312.975006,320.075012,318.154572,61444
2013-03-25,322.475006,323.299988,314.750000,315.899994,314.004608,142428
2013-03-26,315.225006,321.274994,314.200012,319.924988,318.005432,63944
2013-03-28,320.000000,327.625000,317.500000,325.700012,323.745850,52504
2013-04-01,325.725006,327.875000,321.549988,325.600006,323.646423,47048
2013-04-02,325.625000,329.250000,323.950012,327.350006,325.385895,35200
2013-04-03,327.500000,329.450012,322.774994,324.424988,322.478424,38716
2013-04-04,321.600006,324.049988,314.850006,316.049988,314.153687,37322
2013-04-05,317.350006,320.000000,314.625000,317.424988,315.520477,27046
2013-04-08,317.000000,317.075012,312.000000,314.700012,312.811798,42046
2013-04-09,316.000000,321.250000,307.500000,309.225006,307.369659,57370
2013-04-10,310.250000,319.375000,309.500000,318.000000,316.092010,63258
2013-04-11,320.500000,320.500000,310.024994,314.350006,312.463898,78422
2013-04-12,315.500000,320.975006,314.350006,318.875000,316.961731,63810
2013-04-15,317.500000,324.250000,317.000000,320.649994,318.726135,44076
2013-04-16,320.950012,328.000000,320.950012,326.725006,324.764679,62620
2013-04-17,327.500000,332.450012,324.500000,329.924988,327.945374,76822
2013-04-18,329.000000,335.500000,327.500000,333.850006,331.846924,58850
2013-04-22,331.000000,340.000000,331.000000,338.424988,336.394440,57482
2013-04-23,337.200012,347.450012,335.225006,345.575012,343.501587,80830
2013-04-25,341.500000,355.000000,341.500000,353.450012,351.329315,127828
2013-04-26,354.500000,357.450012,348.000000,355.450012,353.317291,62558
2013-04-29,355.000000,355.625000,350.000000,354.674988,352.546875,35416
2013-04-30,354.700012,356.950012,348.149994,352.799988,350.683197,53540
2013-05-02,354.000000,362.500000,352.149994,358.450012,356.299347,355700
2013-05-03,358.450012,363.000000,355.000000,361.475006,359.306183,179988
2013-05-06,360.950012,360.950012,352.500000,356.075012,353.938599,90530
2013-05-07,358.500000,365.000000,356.725006,363.350006,361.169922,78664
2013-05-08,366.500000,366.950012,360.149994,364.049988,361.865662,72002
2013-05-09,364.000000,364.325012,360.024994,361.350006,359.181915,31224
2013-05-10,358.549988,365.774994,358.024994,365.125000,362.934265,302964
2013-05-13,366.950012,368.250000,360.174988,362.500000,360.325012,51216
2013-05-14,362.950012,365.899994,360.375000,363.700012,361.517822,43996
2013-05-15,364.000000,384.950012,363.399994,383.325012,381.025024,616622
2013-05-16,379.000000,389.500000,379.000000,388.125000,385.796234,109092
2013-05-17,385.000000,398.000000,384.375000,395.799988,393.425201,79228
2013-05-20,396.000000,398.149994,388.500000,390.549988,388.206696,50942
2013-05-21,390.200012,391.000000,381.350006,382.500000,380.204987,57658
2013-05-22,385.000000,386.000000,380.000000,384.225006,381.919617,38294
2013-05-23,377.000000,386.000000,376.500000,383.700012,381.397797,382500
2013-05-24,383.000000,392.000000,380.000000,390.149994,387.809052,59500
2013-05-27,383.500000,396.700012,383.500000,394.774994,392.406372,122798
2013-05-28,393.149994,394.250000,386.575012,388.350006,386.019867,42660
2013-05-29,385.500000,391.000000,382.500000,388.950012,386.616333,37492
2013-05-30,388.500000,402.000000,386.399994,398.950012,396.556305,87240
2013-05-31,398.250000,398.250000,388.500000,391.299988,388.952179,87180
2013-06-03,391.299988,391.299988,382.924988,385.875000,383.559784,35118
2013-06-04,383.000000,388.350006,381.274994,383.950012,381.646301,50244
2013-06-05,381.100006,385.850006,379.600006,384.850006,382.540894,48248
2013-06-06,381.000000,388.649994,380.024994,387.274994,384.951324,106108
2013-06-07,389.350006,389.350006,380.799988,381.424988,379.136444,56880
2013-06-10,384.000000,384.000000,372.250000,377.049988,374.787689,68602
2013-06-11,374.500000,382.799988,373.500000,375.375000,373.122772,84850
2013-06-12,374.850006,377.174988,370.750000,372.950012,370.712341,91168
2013-06-13,370.825012,373.725006,369.549988,371.450012,369.221283,33182
2013-06-14,374.799988,380.299988,374.799988,377.774994,375.508362,48046
2013-06-17,376.500000,380.500000,373.075012,377.399994,375.135620,36354
2013-06-18,377.299988,385.500000,375.149994,381.049988,378.763672,53706
2013-06-19,383.000000,384.475006,380.649994,382.524994,380.229828,34588
2013-06-20,378.000000,379.750000,365.500000,369.549988,367.332642,51614
2013-06-21,365.950012,368.924988,360.500000,365.125000,362.934265,543368
2013-06-24,360.549988,360.899994,345.750000,348.424988,346.334442,96180
2013-06-25,349.399994,361.924988,346.250000,358.149994,356.001099,117772
2013-06-26,360.000000,360.000000,342.250000,344.225006,342.159668,93746
2013-06-27,348.500000,354.950012,347.000000,352.174988,350.061920,60554
2013-06-28,356.125000,363.500000,353.674988,360.625000,358.461243,67022
2013-07-01,364.450012,367.200012,357.475006,361.625000,359.455292,34916
2013-07-02,359.500000,361.649994,356.799988,357.875000,355.727753,35252
2013-07-03,356.750000,356.750000,347.549988,348.975006,346.881165,112752
2013-07-04,353.375000,355.424988,347.500000,350.375000,348.622375,47230
2013-07-05,352.100006,353.450012,349.500000,350.875000,349.119904,27152
2013-07-08,346.549988,348.274994,342.049988,346.024994,344.294159,46212
2013-07-09,347.024994,359.399994,342.825012,356.725006,354.940613,109884
2013-07-10,360.024994,368.350006,359.225006,363.125000,361.308594,145880
2013-07-11,366.500000,375.149994,366.500000,372.975006,371.109344,160278
2013-07-12,373.500000,379.000000,368.250000,377.625000,375.736053,59692
2013-07-15,374.600006,380.500000,373.500000,378.899994,377.004700,46334
2013-07-16,368.000000,369.975006,351.250000,356.200012,354.418243,111340
2013-07-17,357.375000,358.500000,350.500000,355.125000,353.348663,104198
2013-07-18,358.000000,358.000000,339.174988,355.299988,353.522705,487082
2013-07-19,356.000000,357.000000,343.049988,345.100006,343.373779,205290
2013-07-22,344.500000,351.875000,341.000000,350.875000,349.119904,53356
2013-07-23,352.450012,365.000000,352.450012,363.725006,361.905579,113998
2013-07-24,360.000000,360.000000,340.000000,344.299988,342.577728,93752
2013-07-25,344.000000,349.450012,341.625000,342.725006,341.010681,52448
2013-07-26,347.000000,347.500000,334.325012,339.924988,338.224609,101954
2013-07-29,340.024994,340.024994,328.575012,331.000000,329.344299,92766
2013-07-30,332.000000,339.375000,323.825012,325.500000,323.871796,87328
2013-07-31,325.000000,329.700012,311.500000,325.500000,323.871796,258346
2013-08-01,326.500000,337.500000,319.000000,333.225006,331.558136,146632
2013-08-02,334.000000,336.000000,322.549988,326.225006,324.593170,73790
2013-08-05,325.000000,332.750000,321.549988,330.375000,328.722382,58540
2013-08-06,330.750000,330.750000,315.549988,319.424988,317.827179,69564
2013-08-07,317.000000,322.950012,316.024994,318.649994,317.056061,79546
2013-08-08,319.500000,328.450012,319.500000,326.375000,324.742462,59582
2013-08-12,326.000000,330.500000,324.000000,325.299988,323.672791,47434
2013-08-13,325.000000,330.950012,320.024994,329.799988,328.150299,66016
2013-08-14,331.000000,334.950012,327.350006,330.674988,329.020874,1118652
2013-08-16,329.000000,330.250000,314.049988,316.075012,314.493927,59256
2013-08-19,314.500000,317.399994,306.299988,310.075012,308.523987,78164
2013-08-20,309.500000,321.000000,301.549988,315.950012,314.369598,193022
2013-08-21,329.500000,335.950012,309.000000,311.174988,309.618469,81770
2013-08-22,312.500000,319.149994,308.000000,315.350006,313.772552,61284
2013-08-23,316.500000,323.750000,311.975006,321.375000,319.767426,101880
2013-08-26,322.500000,325.024994,312.500000,316.100006,314.518860,55446
2013-08-27,314.500000,314.500000,300.600006,306.399994,304.867340,152380
2013-08-28,301.000000,312.975006,294.000000,303.000000,301.484344,159218
2013-08-29,305.000000,329.399994,298.500000,324.075012,322.453918,269356
2013-08-30,317.500000,333.174988,305.000000,329.524994,327.876648,242304
2013-09-02,325.950012,335.500000,311.500000,313.674988,312.105896,154858
2013-09-03,317.250000,319.750000,297.649994,300.075012,298.573975,149572
2013-09-04,300.000000,310.875000,295.500000,304.325012,302.802673,159330
2013-09-05,311.549988,337.000000,311.549988,331.350006,329.692505,260810
2013-09-06,331.500000,340.299988,326.500000,338.575012,336.881439,128926
2013-09-10,342.500000,355.500000,342.500000,352.024994,350.264069,104294
2013-09-11,349.500000,358.500000,344.774994,357.250000,355.462982,133994
2013-09-12,358.500000,359.500000,346.250000,349.149994,347.403503,60016
2013-09-13,348.500000,360.350006,345.000000,357.174988,355.388367,85240
2013-09-16,365.049988,367.950012,352.174988,354.875000,353.099884,59760
2013-09-17,354.500000,357.500000,351.000000,355.174988,353.398407,48356
2013-09-18,354.500000,358.975006,348.774994,356.399994,354.617218,167918
2013-09-19,370.000000,389.799988,370.000000,386.075012,384.143768,279438
2013-09-20,386.075012,388.100006,359.500000,374.274994,372.402802,141564
2013-09-23,373.000000,373.000000,357.549988,359.924988,358.124634,40720
2013-09-24,359.500000,366.000000,353.299988,359.799988,358.000214,74172
2013-09-25,360.950012,361.850006,347.075012,354.625000,352.851074,98430
2013-09-26,351.950012,360.500000,349.000000,351.549988,349.791443,85038
2013-09-27,354.500000,356.375000,340.049988,341.149994,339.443512,743892
2013-09-30,339.725006,344.500000,334.500000,338.700012,337.005798,79938
2013-10-01,339.500000,344.000000,333.700012,342.325012,340.612640,70346
2013-10-03,343.500000,351.975006,343.500000,349.975006,348.224396,87832
2013-10-04,348.549988,354.075012,345.049988,347.450012,345.712036,55994
2013-10-07,347.000000,348.500000,338.625000,343.125000,341.408630,83240
2013-10-08,349.000000,358.049988,343.549988,346.674988,344.940887,83610
2013-10-09,345.500000,360.500000,343.024994,359.475006,357.676849,90202
2013-10-10,357.500000,361.899994,350.299988,352.975006,351.209381,258598
2013-10-11,357.250000,359.500000,350.575012,352.299988,350.537750,272688
2013-10-14,353.500000,357.375000,348.250000,349.399994,347.652252,103280
2013-10-15,350.549988,352.225006,339.100006,341.299988,339.592743,93154
2013-10-17,342.500000,347.000000,336.500000,338.049988,336.359009,71626
2013-10-18,341.075012,351.850006,339.475006,350.149994,348.398529,181994
2013-10-21,351.000000,361.450012,351.000000,357.200012,355.413269,181640
2013-10-22,355.500000,359.500000,353.125000,354.399994,352.627197,127762
2013-10-23,357.399994,359.500000,352.100006,354.399994,352.627197,97296
2013-10-24,355.399994,364.700012,351.750000,353.225006,351.458130,384988
2013-10-25,352.500000,358.500000,348.149994,352.424988,350.662109,429920
2013-10-28,354.299988,357.524994,352.750000,354.350006,352.577515,60576
2013-10-29,354.000000,367.450012,352.000000,366.274994,364.442841,418422
2013-10-30,366.500000,372.000000,366.500000,368.325012,366.482574,92578
2013-10-31,368.299988,376.250000,364.750000,375.325012,373.447601,107810
2013-11-01,376.500000,377.975006,372.975006,375.424988,373.547089,99810
2013-11-05,372.500000,376.350006,367.500000,372.325012,370.462616,114178
2013-11-06,373.000000,374.000000,365.325012,366.174988,364.343353,33132
2013-11-07,367.000000,373.500000,365.500000,366.524994,364.691559,48040
2013-11-08,367.000000,367.000000,359.000000,363.649994,361.830963,88788
2013-11-11,363.000000,363.000000,355.000000,356.174988,354.393372,58174
2013-11-12,357.000000,364.274994,355.975006,358.149994,356.358459,34316
2013-11-13,357.500000,361.500000,355.100006,358.875000,357.079865,39748
2013-11-14,360.000000,367.250000,360.000000,362.575012,360.761383,58456
2013-11-18,363.000000,372.399994,363.000000,371.450012,369.591949,57520
2013-11-19,372.500000,372.500000,366.549988,367.774994,365.935364,44868
2013-11-20,367.500000,371.975006,363.000000,366.625000,364.791077,60936
2013-11-21,366.000000,366.024994,355.000000,356.000000,354.219208,51220
2013-11-22,357.000000,363.725006,357.000000,358.000000,356.209229,53382
2013-11-25,360.500000,374.174988,360.500000,372.825012,370.960114,58576
2013-11-26,372.000000,373.500000,367.549988,371.975006,370.114380,45902
2013-11-27,372.000000,374.700012,369.200012,373.399994,371.532227,34768
2013-11-28,374.500000,378.475006,370.500000,376.375000,374.492310,63836
2013-11-29,376.000000,382.225006,376.000000,378.299988,376.407684,58922
2013-12-02,378.000000,386.075012,377.500000,384.850006,382.924927,65124
2013-12-03,382.500000,383.325012,377.500000,379.325012,377.427612,95218
2013-12-04,375.500000,381.000000,374.000000,374.799988,372.925171,40746
2013-12-05,378.049988,385.500000,378.049988,380.625000,378.721008,74068
2013-12-06,382.500000,383.500000,376.399994,378.899994,377.004700,30894
2013-12-09,387.500000,392.500000,377.500000,381.399994,379.492188,70346
2013-12-10,378.500000,387.500000,377.450012,385.725006,383.795563,62794
2013-12-11,385.000000,386.899994,380.975006,384.350006,382.427429,32554
2013-12-12,381.000000,385.000000,379.000000,382.475006,380.561798,41122
2013-12-13,382.000000,382.000000,377.500000,378.625000,376.731079,30644
2013-12-16,378.000000,379.000000,373.975006,375.174988,373.298309,22292
2013-12-17,376.000000,378.950012,369.299988,371.024994,369.169037,16748
2013-12-18,370.500000,381.500000,370.325012,374.200012,372.328217,48900
2013-12-19,376.000000,376.500000,360.049988,360.975006,359.169342,103844
2013-12-20,360.950012,367.450012,355.500000,365.875000,364.044861,75492
2013-12-23,367.000000,371.000000,364.049988,366.325012,364.492584,40712
2013-12-24,367.000000,367.500000,362.000000,364.450012,362.626984,37020
2013-12-26,364.500000,367.399994,361.075012,363.299988,361.482666,53370
2013-12-27,363.500000,370.575012,363.475006,368.725006,366.880585,68350
2013-12-30,369.500000,370.200012,363.174988,365.725006,363.895630,53092
2013-12-31,366.500000,367.625000,363.399994,364.524994,362.701569,20238
2014-01-01,364.825012,365.500000,360.625000,361.549988,359.741486,72672
2014-01-02,361.500000,366.000000,351.049988,353.825012,352.055115,84504
2014-01-03,353.000000,357.549988,350.000000,356.075012,354.293884,81850
2014-01-06,357.500000,358.250000,353.000000,356.825012,355.040100,40036
2014-01-07,358.000000,358.000000,350.500000,353.325012,351.557648,43392
2014-01-08,355.649994,357.750000,353.000000,356.399994,354.617218,31102
2014-01-09,356.000000,357.299988,353.399994,354.450012,352.677002,36646
2014-01-10,354.299988,357.399994,350.200012,350.825012,349.070129,35234
2014-01-13,350.549988,362.500000,350.024994,359.225006,357.428070,758422
2014-01-14,360.000000,361.350006,353.500000,355.875000,354.094879,24488
2014-01-15,357.000000,365.424988,357.000000,364.475006,362.651855,75216
2014-01-16,364.500000,369.500000,362.000000,365.475006,363.646851,60290
2014-01-17,365.000000,368.674988,357.500000,363.174988,361.358337,504550
2014-01-20,362.500000,368.450012,360.500000,364.075012,362.253845,41218
2014-01-21,365.000000,365.274994,352.049988,353.049988,351.283936,223734
2014-01-22,353.000000,359.399994,349.299988,355.100006,353.323761,292690
2014-01-23,354.500000,355.500000,351.600006,352.750000,350.985474,350540
2014-01-24,350.500000,352.000000,340.774994,342.475006,340.761902,94908
2014-01-27,339.850006,341.000000,327.899994,329.399994,327.752319,374754
2014-01-28,334.500000,335.200012,322.500000,330.524994,328.871643,119026
2014-01-29,331.500000,336.500000,331.399994,332.149994,330.488525,45572
2014-01-30,327.000000,329.850006,323.975006,325.049988,323.424042,53582
2014-01-31,325.000000,330.250000,325.000000,328.475006,326.831940,64570
2014-02-03,328.500000,328.950012,324.750000,327.649994,326.011017,28572
2014-02-04,323.000000,334.000000,322.000000,332.674988,331.010895,70854
2014-02-05,330.500000,335.200012,325.049988,334.125000,332.453644,44676
2014-02-06,336.024994,338.000000,326.549988,330.299988,328.647797,44596
2014-02-07,332.500000,333.200012,324.024994,329.325012,327.677704,52700
2014-02-10,329.500000,329.500000,322.750000,323.975006,322.354462,57300
2014-02-11,329.000000,329.000000,320.774994,323.500000,321.881836,67984
2014-02-12,324.500000,327.825012,322.299988,323.875000,322.254944,34944
2014-02-13,323.625000,323.625000,315.549988,318.149994,316.558594,32260
2014-02-14,319.000000,326.500000,315.399994,322.850006,321.235077,61664
2014-02-17,324.000000,326.500000,320.174988,325.625000,323.996185,48546
2014-02-18,325.250000,341.649994,325.000000,340.024994,338.324127,82352
2014-02-19,340.000000,344.000000,335.524994,342.950012,341.234558,86536
2014-02-20,342.500000,342.500000,334.024994,335.399994,333.722260,46156
2014-02-21,336.000000,338.625000,332.549988,335.524994,333.846649,51552
2014-02-24,335.000000,340.500000,331.274994,338.549988,336.856445,50930
2014-02-25,338.500000,341.450012,336.125000,338.149994,336.458527,33900
2014-02-26,339.149994,345.450012,339.049988,342.475006,340.761902,48990
2014-02-28,342.500000,346.000000,338.600006,341.600006,339.891235,69842
2014-03-03,342.000000,346.000000,335.000000,335.700012,334.020813,39482
2014-03-04,335.000000,339.700012,333.000000,338.450012,336.757050,41462
2014-03-05,339.500000,341.875000,335.375000,340.250000,338.548065,51302
2014-03-06,341.500000,345.750000,339.500000,344.200012,342.478302,83028
2014-03-07,347.500000,358.500000,345.575012,355.950012,354.169464,222230
2014-03-10,358.500000,376.000000,350.575012,375.024994,373.149078,204610
2014-03-11,375.950012,378.975006,367.500000,372.200012,370.338196,122502
2014-03-12,372.399994,375.950012,367.575012,371.424988,369.567078,64772
2014-03-13,372.500000,387.500000,372.000000,382.149994,380.238403,165438
2014-03-14,378.500000,380.500000,366.875000,378.174988,376.283264,79258
2014-03-18,378.000000,392.000000,378.000000,382.500000,380.586670,65366
2014-03-19,383.450012,383.500000,378.975006,381.424988,379.517029,33338
2014-03-20,378.250000,380.799988,371.549988,374.075012,372.203888,37258
2014-03-21,376.674988,377.750000,369.500000,371.774994,369.915314,51544
2014-03-22,null,null,null,null,null,null
2014-03-24,373.200012,384.649994,372.575012,382.774994,380.860291,98842
2014-03-25,382.774994,388.500000,382.774994,385.950012,384.019440,73208
2014-03-26,388.500000,389.700012,381.750000,385.950012,384.019440,58924
2014-03-27,386.299988,389.000000,380.549988,386.024994,384.094025,96608
2014-03-28,384.399994,393.850006,383.000000,389.475006,387.526825,107610
2014-03-31,390.100006,392.225006,384.000000,389.000000,387.054169,68870
2014-04-01,389.500000,390.500000,376.075012,382.875000,380.959839,127472
2014-04-02,384.700012,386.049988,379.725006,385.049988,383.123932,72196
2014-04-03,385.000000,385.000000,378.149994,380.375000,378.472321,35702
2014-04-04,378.500000,380.399994,375.450012,377.649994,375.760986,40520
2014-04-07,380.375000,384.975006,355.674988,383.649994,381.730927,31100
2014-04-09,386.875000,392.600006,382.500000,392.049988,390.088898,78486
2014-04-10,392.000000,405.500000,390.500000,401.375000,399.367279,173580
2014-04-11,395.250000,405.000000,395.250000,403.075012,401.058807,98138
2014-04-15,402.750000,402.750000,389.924988,395.524994,393.546539,90212
2014-04-16,390.524994,396.250000,387.375000,392.325012,390.362518,861658
2014-04-17,392.750000,402.399994,390.750000,400.475006,398.471771,1700250
2014-04-21,402.000000,404.000000,397.750000,401.125000,399.118530,46372
2014-04-22,400.000000,403.024994,398.075012,400.825012,398.820007,72426
2014-04-23,400.024994,412.500000,400.024994,410.299988,408.247620,121002
2014-04-24,410.299988,410.299988,410.299988,410.299988,408.247620,0
2014-04-25,408.024994,416.975006,402.674988,404.075012,402.053772,198734
2014-04-28,401.500000,414.899994,398.500000,411.475006,409.416748,147072
2014-04-29,410.000000,412.225006,402.600006,403.850006,401.829895,167114
2014-04-30,405.000000,409.000000,398.000000,401.625000,399.615997,153446
2014-05-02,401.450012,404.875000,399.700012,401.899994,399.889648,37318
2014-05-05,392.500000,405.575012,392.500000,403.850006,401.829895,50066
2014-05-06,403.000000,405.000000,400.700012,403.250000,401.232880,18332
2014-05-07,403.000000,407.725006,400.799988,404.924988,402.899475,49492
2014-05-08,406.000000,410.200012,404.125000,406.625000,404.591003,43454
2014-05-09,405.950012,427.950012,405.475006,425.924988,423.794434,212312
2014-05-12,425.000000,432.325012,423.424988,425.250000,423.122833,100374
2014-05-13,425.000000,434.000000,424.250000,430.299988,428.147552,176160
2014-05-14,428.500000,442.000000,426.500000,429.674988,427.525696,198576
2014-05-15,432.500000,437.000000,430.174988,434.625000,432.450928,132876
2014-05-16,440.000000,475.000000,440.000000,452.674988,450.410645,573860
2014-05-19,454.000000,465.475006,453.475006,458.100006,455.808563,115148
2014-05-20,462.000000,462.000000,447.825012,451.750000,449.490265,51162
2014-05-21,449.000000,452.500000,442.500000,448.399994,446.156982,62572
2014-05-22,449.825012,454.475006,444.500000,446.399994,444.167053,59390
2014-05-23,449.500000,449.500000,437.125000,439.875000,437.674683,116702
2014-05-26,439.000000,444.549988,425.325012,431.725006,429.565460,121906
2014-05-27,431.000000,436.975006,425.299988,435.125000,432.948486,74626
2014-05-28,436.500000,436.750000,426.750000,429.524994,427.376434,44490
2014-05-29,430.500000,435.200012,427.475006,429.975006,427.824249,75622
2014-05-30,430.500000,440.000000,421.950012,433.774994,431.605164,50230432
2014-06-02,437.475006,445.450012,427.575012,442.799988,440.585052,111632
2014-06-03,441.674988,442.649994,433.325012,436.350006,434.167328,79394
2014-06-04,435.000000,436.700012,428.049988,430.950012,428.794312,90954
2014-06-05,431.325012,436.000000,426.975006,433.049988,430.883850,68314
2014-06-06,436.924988,453.975006,433.000000,451.500000,449.241516,325768
2014-06-09,454.500000,458.375000,448.125000,449.725006,447.475403,133966
2014-06-10,451.500000,451.725006,440.950012,448.649994,446.405792,59918
2014-06-11,451.000000,466.549988,451.000000,464.049988,461.728729,237774
2014-06-12,464.750000,469.225006,459.299988,467.100006,464.763550,127050
2014-06-13,466.500000,475.000000,457.000000,458.375000,456.082184,122118
2014-06-16,459.500000,466.450012,453.049988,465.274994,462.947632,55030
2014-06-17,462.500000,472.500000,456.350006,469.725006,467.375336,72298
2014-06-18,472.500000,485.899994,470.799988,480.000000,477.598999,247156
2014-06-19,476.125000,480.575012,460.100006,461.424988,459.116913,212962
2014-06-20,464.524994,471.000000,460.049988,465.325012,462.997406,99802
2014-06-23,464.750000,464.750000,444.325012,447.500000,445.261536,262826
2014-06-24,449.774994,450.200012,437.174988,439.875000,437.674683,223358
2014-06-25,443.950012,444.500000,438.000000,441.899994,439.689575,111058
2014-06-26,442.950012,444.700012,429.774994,432.649994,430.485809,104658
